UserID,Age,Gender,Country,SubscriptionStatus,TotalWatchTime,Device,Rating_Status
SF_4528,60,M,Canada,Subscriber,307,Desktop,Rater
SF_4529,23,M,India,Free,191,Smart TV,Rater
SF_453,49,M,India,Free,406,Mobile,Rater
SF_4531,57,M,Italy,Free,445,Mobile,Rater
SF_4532,28,M,India,Free,445,Mobile,Rater
SF_4533,34,M,USA,Subscriber,127,Smart TV,Rater
SF_4535,53,M,India,Subscriber,49,Mobile,Rater
SF_4536,10,M,UK,Free,346,Tablet,Rater
SF_4537,62,F,USA,Subscriber,40,Smart TV,Rater
SF_4538,63,M,Italy,Subscriber,371,Mobile,Rater
SF_4539,28,M,France,Free,500,Tablet,Rater
SF_454,18,M,France,Subscriber,214,Smart TV,Rater
SF_4540,36,F,France,Subscriber,10,Tablet,Rater
SF_4541,47,M,USA,Free,97,Tablet,Rater
SF_4542,57,M,India,Subscriber,469,Desktop,Rater
SF_4543,40,M,France,Subscriber,487,Mobile,Rater
SF_4545,10,M,Canada,Subscriber,353,Desktop,Rater
SF_4546,34,M,USA,Subscriber,307,Tablet,Rater
SF_4547,45,M,Italy,Free,310,Mobile,Rater
SF_4548,45,M,USA,Free,138,Mobile,Rater
SF_4549,14,F,India,Free,357,Desktop,Rater
SF_4550,35,M,USA,Free,47,Smart TV,Rater
SF_4551,23,M,India,Subscriber,342,Desktop,Rater
SF_4552,14,M,Canada,Subscriber,350,Smart TV,Rater
SF_4553,53,F,Italy,Free,446,Tablet,Rater
SF_4554,26,F,UK,Subscriber,457,Mobile,Rater
SF_4555,15,F,Italy,Subscriber,80,Desktop,Rater
SF_4556,28,M,India,Subscriber,399,Smart TV,Rater
SF_4557,60,M,USA,Subscriber,427,Mobile,Rater
SF_4558,33,M,Italy,Subscriber,171,Smart TV,Rater
SF_4559,41,M,India,Subscriber,156,Desktop,Rater
SF_456,45,M,USA,Subscriber,476,Tablet,Rater
SF_4560,35,M,Italy,Free,380,Smart TV,Rater
SF_4562,60,M,UK,Free,138,Mobile,Rater
SF_4563,28,F,France,Free,97,Tablet,Rater
SF_4564,40,M,Canada,Free,105,Desktop,Rater
SF_4565,51,M,France,Subscriber,139,Desktop,Rater
SF_4566,57,M,India,Free,264,Mobile,Rater
SF_4567,20,M,India,Subscriber,59,Smart TV,Rater
SF_4569,16,M,France,Subscriber,323,Smart TV,Rater
SF_457,34,M,France,Free,172,Smart TV,Rater
SF_4570,41,M,Canada,Free,138,Tablet,Rater
SF_4572,41,F,France,Free,276,Desktop,Rater
SF_4573,16,M,Italy,Free,493,Mobile,Rater
SF_4574,26,M,Italy,Free,183,Mobile,Rater
SF_4575,25,F,UK,Free,363,Mobile,Rater
SF_4576,35,F,UK,Subscriber,131,Tablet,Rater
SF_4577,31,M,Italy,Subscriber,465,Tablet,Rater
SF_4579,13,F,Canada,Free,245,Mobile,Rater
SF_4580,15,F,UK,Subscriber,374,Smart TV,Rater
SF_4581,14,M,UK,Free,398,Mobile,Rater
SF_4582,29,F,Canada,Free,234,Tablet,Rater
SF_4583,20,M,India,Free,450,Smart TV,Rater
SF_4585,61,M,UK,Subscriber,109,Tablet,Rater
SF_4586,19,M,Canada,Subscriber,11,Mobile,Rater
SF_4587,65,M,France,Free,247,Smart TV,Rater
SF_4588,10,F,Italy,Subscriber,207,Desktop,Rater
SF_4589,25,M,India,Free,327,Desktop,Rater
SF_459,22,F,Italy,Free,326,Smart TV,Rater
SF_4590,32,F,Canada,Subscriber,211,Tablet,Rater
SF_4591,56,M,Canada,Subscriber,401,Desktop,Rater
SF_4593,17,F,France,Subscriber,296,Tablet,Rater
SF_4594,44,M,India,Free,82,Mobile,Rater
SF_4595,51,M,India,Free,107,Tablet,Rater
SF_4597,11,F,France,Free,67,Desktop,Rater
SF_4598,23,F,UK,Free,16,Smart TV,Rater
SF_4599,40,F,UK,Free,466,Tablet,Rater
SF_460,39,M,USA,Free,177,Mobile,Rater
SF_4601,49,M,Canada,Subscriber,309,Desktop,Rater
SF_4602,54,M,Italy,Subscriber,103,Desktop,Rater
SF_4603,46,F,Italy,Free,361,Mobile,Rater
SF_4604,59,M,USA,Free,274,Mobile,Rater
SF_4605,47,M,India,Subscriber,120,Desktop,Rater
SF_4606,45,F,Canada,Subscriber,156,Desktop,Rater
SF_4607,12,M,Italy,Free,194,Tablet,Rater
SF_4608,38,F,Canada,Free,373,Smart TV,Rater
SF_4609,41,F,UK,Free,113,Desktop,Rater
SF_461,25,M,Canada,Free,163,Desktop,Rater
SF_4610,54,F,India,Subscriber,206,Smart TV,Rater
SF_4611,61,F,France,Free,102,Desktop,Rater
SF_4612,61,F,France,Free,50,Tablet,Rater
SF_4613,28,M,France,Subscriber,417,Mobile,Rater
SF_4614,32,F,USA,Free,204,Tablet,Rater
SF_4615,19,M,India,Subscriber,377,Mobile,Rater
SF_4618,10,M,France,Free,205,Desktop,Rater
SF_462,65,M,Italy,Subscriber,405,Tablet,Rater
SF_4621,35,M,India,Free,377,Tablet,Rater
SF_4623,38,M,India,Subscriber,492,Tablet,Rater
SF_4626,29,M,UK,Subscriber,276,Tablet,Rater
SF_4629,9,F,Canada,Free,119,Mobile,Rater
SF_463,41,M,Canada,Free,157,Mobile,Rater
SF_4630,31,F,India,Free,394,Desktop,Rater
SF_4631,47,M,Italy,Free,164,Smart TV,Rater
SF_4633,32,M,France,Subscriber,264,Mobile,Rater
SF_4634,52,M,India,Free,332,Smart TV,Rater
SF_4635,55,M,UK,Free,60,Tablet,Rater
SF_4636,12,M,Italy,Subscriber,188,Desktop,Rater
SF_4637,10,F,India,Subscriber,301,Tablet,Rater
SF_4638,41,M,UK,Subscriber,459,Tablet,Rater
SF_4639,16,M,USA,Free,383,Desktop,Rater
SF_4641,56,M,India,Subscriber,264,Desktop,Rater
SF_4642,55,M,India,Free,122,Desktop,Rater
SF_4643,15,M,USA,Subscriber,107,Desktop,Rater
SF_4644,27,M,India,Subscriber,228,Tablet,Rater
SF_4645,62,F,Canada,Subscriber,264,Mobile,Rater
SF_4646,13,F,Canada,Subscriber,312,Desktop,Rater
SF_4647,49,M,Italy,Free,206,Tablet,Rater
SF_4648,27,M,Canada,Subscriber,471,Smart TV,Rater
SF_4649,21,M,USA,Subscriber,377,Tablet,Rater
SF_465,33,M,Canada,Subscriber,356,Tablet,Rater
SF_4650,51,M,Italy,Free,55,Mobile,Rater
SF_4651,40,F,Canada,Subscriber,103,Smart TV,Rater
SF_4652,60,F,India,Subscriber,375,Smart TV,Rater
SF_4653,21,M,India,Free,103,Tablet,Rater
SF_4654,57,M,India,Subscriber,50,Smart TV,Rater
SF_4655,55,F,India,Subscriber,29,Desktop,Rater
SF_4656,23,M,France,Subscriber,493,Desktop,Rater
SF_4657,57,M,Canada,Free,377,Desktop,Rater
SF_4658,36,M,Canada,Free,364,Tablet,Rater
SF_4659,60,F,USA,Subscriber,281,Smart TV,Rater
SF_4661,37,M,Italy,Subscriber,299,Smart TV,Rater
SF_4662,44,F,USA,Subscriber,458,Tablet,Rater
SF_4664,46,F,India,Free,346,Desktop,Rater
SF_4665,46,M,Italy,Free,476,Smart TV,Rater
SF_4666,24,M,Canada,Subscriber,202,Smart TV,Rater
SF_4667,33,M,Canada,Subscriber,216,Smart TV,Rater
SF_467,24,F,Canada,Subscriber,17,Tablet,Rater
SF_4672,60,M,Italy,Subscriber,264,Desktop,Rater
SF_4673,30,M,UK,Free,112,Mobile,Rater
SF_4675,23,F,India,Free,174,Desktop,Rater
SF_4676,58,M,France,Free,44,Mobile,Rater
SF_4677,49,M,Canada,Subscriber,326,Smart TV,Rater
SF_4678,48,M,India,Subscriber,363,Smart TV,Rater
SF_4679,57,M,India,Free,419,Desktop,Rater
SF_468,54,F,France,Subscriber,213,Desktop,Rater
SF_4680,35,M,UK,Free,243,Tablet,Rater
SF_4681,58,F,USA,Free,482,Mobile,Rater
SF_4682,37,M,Italy,Subscriber,14,Smart TV,Rater
SF_4684,46,F,France,Subscriber,97,Mobile,Rater
SF_4685,44,M,UK,Free,329,Mobile,Rater
SF_4687,60,M,France,Subscriber,390,Smart TV,Rater
SF_4688,38,M,France,Free,272,Mobile,Rater
SF_4689,51,M,Italy,Free,190,Mobile,Rater
SF_469,16,M,Canada,Free,473,Tablet,Rater
SF_4690,55,F,Italy,Subscriber,407,Tablet,Rater
SF_4691,46,F,UK,Free,170,Desktop,Rater
SF_4692,55,F,UK,Free,445,Tablet,Rater
SF_4694,19,M,USA,Free,431,Smart TV,Rater
SF_4695,52,M,Canada,Free,370,Desktop,Rater
SF_4696,13,M,Canada,Subscriber,263,Mobile,Rater
SF_4697,62,M,India,Subscriber,269,Smart TV,Rater
SF_4698,57,F,USA,Free,68,Mobile,Rater
SF_4699,20,F,UK,Free,225,Tablet,Rater
SF_470,61,F,UK,Free,489,Smart TV,Rater
SF_4700,35,F,France,Free,180,Tablet,Rater
SF_4702,32,M,India,Free,267,Smart TV,Rater
SF_4703,36,M,Italy,Free,332,Desktop,Rater
SF_4704,23,M,UK,Subscriber,420,Desktop,Rater
SF_4706,19,M,UK,Free,241,Smart TV,Rater
SF_4707,20,M,Canada,Free,196,Mobile,Rater
SF_4708,17,M,Italy,Subscriber,50,Smart TV,Rater
SF_4709,52,M,France,Subscriber,467,Desktop,Rater
SF_471,38,M,France,Subscriber,142,Tablet,Rater
SF_4710,50,F,USA,Free,113,Tablet,Rater
SF_4711,56,M,UK,Free,485,Tablet,Rater
SF_4712,15,M,France,Free,355,Desktop,Rater
SF_4713,26,M,USA,Subscriber,284,Mobile,Rater
SF_4715,62,M,India,Subscriber,456,Mobile,Rater
SF_4716,58,F,India,Free,197,Smart TV,Rater
SF_4717,52,M,USA,Subscriber,330,Mobile,Rater
SF_4718,36,M,USA,Subscriber,44,Tablet,Rater
SF_4719,38,F,Canada,Free,372,Mobile,Rater
SF_472,16,M,USA,Subscriber,93,Tablet,Rater
SF_4722,42,M,India,Subscriber,78,Smart TV,Rater
SF_4723,42,M,India,Free,351,Smart TV,Rater
SF_4724,56,F,France,Free,467,Desktop,Rater
SF_4725,40,M,Canada,Subscriber,337,Desktop,Rater
SF_4726,22,F,UK,Free,181,Smart TV,Rater
SF_4727,59,F,India,Free,273,Smart TV,Rater
SF_4729,10,M,India,Subscriber,259,Mobile,Rater
SF_473,38,F,USA,Subscriber,320,Smart TV,Rater
SF_4731,12,M,USA,Free,399,Desktop,Rater
SF_4733,39,M,India,Subscriber,408,Tablet,Rater
SF_4734,56,M,France,Subscriber,197,Desktop,Rater
SF_4735,57,M,Canada,Subscriber,386,Desktop,Rater
SF_4736,53,M,UK,Subscriber,349,Mobile,Rater
SF_4737,30,M,India,Subscriber,433,Desktop,Rater
SF_4739,45,M,Canada,Subscriber,154,Smart TV,Rater
SF_474,32,M,UK,Subscriber,85,Smart TV,Rater
SF_4744,43,M,India,Free,235,Desktop,Rater
SF_4745,53,F,USA,Free,275,Tablet,Rater
SF_4746,64,M,Canada,Free,346,Tablet,Rater
SF_4747,31,M,Canada,Subscriber,41,Tablet,Rater
SF_4748,33,M,Canada,Subscriber,31,Tablet,Rater
SF_4749,14,M,Italy,Free,212,Tablet,Rater
SF_475,41,F,Italy,Free,278,Tablet,Rater
SF_4750,55,F,Italy,Free,170,Mobile,Rater
SF_4752,60,F,Italy,Free,195,Tablet,Rater
SF_4753,63,M,India,Free,271,Smart TV,Rater
SF_4754,41,F,Canada,Subscriber,368,Mobile,Rater
SF_4755,63,F,India,Free,276,Desktop,Rater
SF_4756,64,M,UK,Free,348,Desktop,Rater
SF_4757,40,M,UK,Free,442,Tablet,Rater
SF_4758,60,F,Italy,Free,458,Smart TV,Rater
SF_4759,36,F,UK,Free,201,Desktop,Rater
SF_476,12,M,USA,Subscriber,492,Mobile,Rater
SF_4760,26,M,Italy,Free,377,Tablet,Rater
SF_4761,22,M,France,Subscriber,307,Desktop,Rater
SF_4762,46,F,France,Subscriber,160,Mobile,Rater
SF_4763,49,M,France,Subscriber,54,Mobile,Rater
SF_4764,42,M,Italy,Free,165,Smart TV,Rater
SF_4765,58,F,Italy,Free,441,Smart TV,Rater
SF_4766,44,M,Italy,Free,213,Smart TV,Rater
SF_4767,43,F,India,Free,224,Smart TV,Rater
SF_4768,18,M,USA,Free,385,Mobile,Rater
SF_4769,63,M,UK,Free,91,Tablet,Rater
SF_477,40,M,Italy,Free,42,Smart TV,Rater
SF_4770,59,F,Italy,Subscriber,13,Smart TV,Rater
SF_4771,27,F,France,Free,260,Desktop,Rater
SF_4772,38,M,Canada,Subscriber,495,Tablet,Rater
SF_4773,53,M,Italy,Free,210,Tablet,Rater
SF_4774,53,M,USA,Free,368,Mobile,Rater
SF_4775,20,M,USA,Subscriber,135,Desktop,Rater
SF_4776,11,F,India,Subscriber,372,Smart TV,Rater
SF_4777,9,M,USA,Free,31,Tablet,Rater
SF_4778,46,M,Canada,Subscriber,101,Mobile,Rater
SF_4779,65,M,UK,Subscriber,273,Mobile,Rater
SF_478,36,M,UK,Free,91,Mobile,Rater
SF_4780,25,M,Italy,Subscriber,159,Desktop,Rater
SF_4781,19,F,USA,Subscriber,418,Mobile,Rater
SF_4782,28,M,France,Subscriber,166,Mobile,Rater
SF_4783,20,M,USA,Subscriber,334,Tablet,Rater
SF_4784,15,F,Canada,Free,325,Mobile,Rater
SF_4785,22,F,France,Subscriber,56,Mobile,Rater
SF_4786,18,M,USA,Subscriber,71,Mobile,Rater
SF_4787,23,M,Canada,Free,196,Smart TV,Rater
SF_4789,47,M,Italy,Free,205,Mobile,Rater
SF_479,51,M,UK,Free,274,Desktop,Rater
SF_4790,51,F,France,Free,261,Desktop,Rater
SF_4792,57,F,Italy,Subscriber,166,Tablet,Rater
SF_4793,53,F,France,Subscriber,476,Mobile,Rater
SF_4794,44,F,India,Free,489,Smart TV,Rater
SF_4795,42,M,France,Subscriber,221,Mobile,Rater
SF_4796,54,M,India,Subscriber,328,Smart TV,Rater
SF_4797,20,F,France,Free,262,Mobile,Rater
SF_4798,36,M,Canada,Free,440,Smart TV,Rater
SF_4799,11,F,USA,Subscriber,54,Tablet,Rater
SF_48,25,M,Canada,Free,257,Tablet,Rater
SF_4800,52,M,Canada,Free,465,Desktop,Rater
SF_4801,17,M,India,Subscriber,440,Tablet,Rater
SF_4802,43,M,India,Subscriber,473,Mobile,Rater
SF_4803,53,F,Italy,Free,152,Smart TV,Rater
SF_4804,45,F,Italy,Free,412,Mobile,Rater
SF_4805,56,M,USA,Free,20,Smart TV,Rater
SF_4806,63,M,India,Free,244,Mobile,Rater
SF_4807,9,M,Italy,Subscriber,237,Desktop,Rater
SF_4808,49,M,France,Subscriber,347,Desktop,Rater
SF_4809,23,F,India,Subscriber,387,Desktop,Rater
SF_481,51,M,UK,Free,325,Desktop,Rater
SF_4810,13,M,USA,Subscriber,239,Smart TV,Rater
SF_4811,16,M,Italy,Subscriber,65,Desktop,Rater
SF_4812,12,M,Canada,Subscriber,76,Smart TV,Rater
SF_4813,40,F,India,Free,66,Desktop,Rater
SF_4814,59,M,India,Free,350,Smart TV,Rater
SF_4815,35,F,USA,Subscriber,417,Tablet,Rater
SF_4816,56,F,France,Free,237,Tablet,Rater
SF_4817,60,M,Italy,Free,127,Desktop,Rater
SF_4818,35,F,UK,Free,255,Smart TV,Rater
SF_4819,18,M,USA,Subscriber,437,Mobile,Rater
SF_482,40,M,India,Subscriber,452,Mobile,Rater
SF_4820,47,M,France,Subscriber,109,Desktop,Rater
SF_4821,44,M,Canada,Free,226,Desktop,Rater
SF_4822,35,F,Italy,Free,14,Smart TV,Rater
SF_4823,41,M,France,Subscriber,258,Mobile,Rater
SF_4824,11,M,UK,Free,306,Tablet,Rater
SF_4825,19,M,UK,Subscriber,417,Desktop,Rater
SF_4827,60,M,Canada,Subscriber,107,Desktop,Rater
SF_4828,53,F,France,Free,86,Tablet,Rater
SF_4829,9,M,USA,Free,273,Mobile,Rater
SF_483,22,M,India,Free,301,Tablet,Rater
SF_4830,16,M,Canada,Free,344,Desktop,Rater
SF_4832,12,M,France,Subscriber,272,Mobile,Rater
SF_4834,50,F,France,Subscriber,455,Tablet,Rater
SF_4835,41,M,UK,Subscriber,454,Tablet,Rater
SF_4836,12,F,USA,Subscriber,342,Desktop,Rater
SF_4837,21,M,India,Subscriber,154,Desktop,Rater
SF_4838,32,M,Italy,Subscriber,413,Smart TV,Rater
SF_484,37,F,USA,Subscriber,134,Smart TV,Rater
SF_4840,35,F,UK,Free,290,Tablet,Rater
SF_4841,23,M,India,Subscriber,181,Desktop,Rater
SF_4842,45,F,Italy,Free,45,Mobile,Rater
SF_4846,35,F,USA,Subscriber,433,Tablet,Rater
SF_4848,23,F,UK,Free,98,Smart TV,Rater
SF_4849,9,F,Canada,Subscriber,44,Desktop,Rater
SF_485,58,M,France,Subscriber,395,Mobile,Rater
SF_4850,36,F,India,Free,90,Tablet,Rater
SF_4851,43,M,USA,Free,204,Mobile,Rater
SF_4852,44,M,USA,Free,233,Smart TV,Rater
SF_4853,19,M,USA,Subscriber,356,Tablet,Rater
SF_4854,21,F,Canada,Subscriber,342,Tablet,Rater
SF_4855,43,M,France,Subscriber,474,Desktop,Rater
SF_4856,23,M,India,Free,327,Mobile,Rater
SF_4857,61,M,India,Subscriber,288,Tablet,Rater
SF_4858,63,M,USA,Subscriber,98,Mobile,Rater
SF_4860,20,M,UK,Subscriber,80,Mobile,Rater
SF_4861,34,M,Italy,Free,71,Mobile,Rater
SF_4862,9,M,Canada,Free,463,Tablet,Rater
SF_4865,50,F,UK,Subscriber,378,Tablet,Rater
SF_4866,49,M,UK,Subscriber,123,Mobile,Rater
SF_4867,37,M,France,Free,110,Desktop,Rater
SF_4868,20,M,India,Subscriber,53,Mobile,Rater
SF_4869,33,F,Italy,Subscriber,28,Mobile,Rater
SF_4870,55,F,Italy,Free,78,Tablet,Rater
SF_4871,16,M,Italy,Free,227,Mobile,Rater
SF_4872,42,M,France,Subscriber,413,Tablet,Rater
SF_4873,30,M,Canada,Free,313,Smart TV,Rater
SF_4874,65,F,India,Subscriber,450,Smart TV,Rater
SF_4875,20,M,India,Free,244,Smart TV,Rater
SF_4876,25,F,USA,Free,67,Smart TV,Rater
SF_4879,34,M,India,Subscriber,241,Tablet,Rater
SF_4880,30,F,France,Free,358,Smart TV,Rater
SF_4881,65,M,UK,Subscriber,252,Mobile,Rater
SF_4882,24,M,India,Subscriber,252,Mobile,Rater
SF_4883,13,F,Italy,Subscriber,402,Smart TV,Rater
SF_4884,37,M,Italy,Subscriber,479,Smart TV,Rater
SF_4886,65,F,UK,Free,356,Mobile,Rater
SF_4887,49,M,Italy,Free,428,Smart TV,Rater
SF_4889,36,M,India,Subscriber,477,Smart TV,Rater
SF_489,64,M,UK,Free,136,Smart TV,Rater
SF_4891,24,M,Canada,Subscriber,49,Mobile,Rater
SF_4892,46,M,UK,Free,11,Desktop,Rater
SF_4893,19,M,France,Subscriber,151,Tablet,Rater
SF_4894,55,M,Italy,Free,205,Tablet,Rater
SF_4895,43,F,Canada,Free,150,Mobile,Rater
SF_4896,42,M,UK,Subscriber,197,Mobile,Rater
SF_4897,21,M,India,Free,352,Tablet,Rater
SF_4899,26,M,France,Subscriber,253,Mobile,Rater
SF_49,65,M,USA,Subscriber,61,Desktop,Rater
SF_490,11,M,India,Subscriber,393,Tablet,Rater
SF_4900,51,M,Italy,Free,122,Smart TV,Rater
SF_4902,54,M,UK,Free,155,Smart TV,Rater
SF_4903,60,M,Canada,Free,435,Mobile,Rater
SF_4904,22,M,UK,Free,127,Tablet,Rater
SF_4905,40,F,India,Free,316,Smart TV,Rater
SF_4906,24,M,Italy,Free,301,Smart TV,Rater
SF_4907,17,F,USA,Free,383,Tablet,Rater
SF_4908,45,M,Canada,Free,18,Mobile,Rater
SF_4909,36,F,USA,Free,271,Mobile,Rater
SF_491,64,M,USA,Free,244,Tablet,Rater
SF_4911,59,F,India,Free,27,Smart TV,Rater
SF_4912,33,F,UK,Subscriber,308,Smart TV,Rater
SF_4913,36,F,Italy,Subscriber,126,Smart TV,Rater
SF_4914,42,F,UK,Subscriber,104,Smart TV,Rater
SF_4915,60,M,USA,Free,436,Desktop,Rater
SF_4917,41,M,Italy,Subscriber,234,Smart TV,Rater
SF_4918,29,F,Italy,Free,111,Smart TV,Rater
SF_4919,20,M,Italy,Subscriber,181,Mobile,Rater
SF_492,28,M,India,Free,215,Smart TV,Rater
SF_4920,18,M,USA,Free,31,Mobile,Rater
SF_4921,21,F,Italy,Free,355,Tablet,Rater
SF_4922,61,M,USA,Free,333,Desktop,Rater
SF_4924,65,F,India,Free,367,Desktop,Rater
SF_4925,64,F,UK,Subscriber,16,Mobile,Rater
SF_4926,40,M,Canada,Subscriber,95,Mobile,Rater
SF_4927,59,M,Canada,Subscriber,466,Mobile,Rater
SF_4928,40,F,USA,Subscriber,81,Desktop,Rater
SF_4929,37,M,UK,Free,343,Smart TV,Rater
SF_493,11,M,UK,Free,105,Mobile,Rater
SF_4930,37,M,Canada,Subscriber,298,Smart TV,Rater
SF_4931,62,M,Canada,Subscriber,193,Mobile,Rater
SF_4933,58,M,USA,Free,394,Smart TV,Rater
SF_4937,47,M,France,Subscriber,211,Desktop,Rater
SF_4938,63,F,France,Free,198,Mobile,Rater
SF_4939,51,M,India,Free,149,Smart TV,Rater
SF_494,36,F,UK,Subscriber,263,Mobile,Rater
SF_4940,62,F,USA,Free,288,Desktop,Rater
SF_4941,16,M,India,Free,239,Desktop,Rater
SF_4942,65,M,Canada,Free,156,Smart TV,Rater
SF_4943,9,F,Italy,Free,119,Mobile,Rater
SF_4944,11,M,India,Free,164,Tablet,Rater
SF_4945,13,M,USA,Free,129,Tablet,Rater
SF_4946,26,F,Italy,Free,457,Mobile,Rater
SF_4947,41,M,USA,Subscriber,46,Desktop,Rater
SF_4949,23,M,France,Subscriber,377,Tablet,Rater
SF_4950,24,M,Italy,Free,324,Desktop,Rater
SF_4951,61,F,India,Subscriber,58,Tablet,Rater
SF_4952,29,F,France,Subscriber,423,Smart TV,Rater
SF_4953,38,M,USA,Free,215,Mobile,Rater
SF_4955,22,M,UK,Subscriber,11,Mobile,Rater
SF_4956,14,M,USA,Subscriber,176,Desktop,Rater
SF_4957,56,M,USA,Subscriber,426,Desktop,Rater
SF_4958,30,M,France,Free,248,Smart TV,Rater
SF_4959,30,M,UK,Subscriber,496,Tablet,Rater
SF_4960,60,M,USA,Free,163,Smart TV,Rater
SF_4961,25,M,India,Subscriber,141,Tablet,Rater
SF_4962,33,M,Italy,Free,334,Smart TV,Rater
SF_4963,32,M,Canada,Free,485,Desktop,Rater
SF_4964,26,M,USA,Subscriber,449,Desktop,Rater
SF_4965,20,M,France,Subscriber,156,Smart TV,Rater
SF_4966,51,M,Italy,Subscriber,411,Smart TV,Rater
SF_4967,43,M,UK,Free,442,Mobile,Rater
SF_4969,54,M,Canada,Free,342,Mobile,Rater
SF_497,29,F,France,Subscriber,384,Mobile,Rater
SF_4971,42,M,India,Free,312,Desktop,Rater
SF_4972,23,M,India,Subscriber,413,Desktop,Rater
SF_4973,48,F,Canada,Free,445,Tablet,Rater
SF_4975,37,M,France,Subscriber,241,Smart TV,Rater
SF_4976,45,M,Canada,Free,32,Tablet,Rater
SF_4977,17,M,Canada,Subscriber,35,Tablet,Rater
SF_4978,50,M,Canada,Subscriber,180,Desktop,Rater
SF_4979,34,M,France,Free,423,Smart TV,Rater
SF_498,35,M,Italy,Free,99,Mobile,Rater
SF_4980,45,M,USA,Free,88,Desktop,Rater
SF_4982,42,M,France,Subscriber,74,Mobile,Rater
SF_4983,16,F,Canada,Subscriber,413,Desktop,Rater
SF_4984,47,M,France,Subscriber,25,Tablet,Rater
SF_4985,20,M,UK,Subscriber,59,Tablet,Rater
SF_4986,24,M,India,Free,100,Desktop,Rater
SF_4987,40,F,UK,Subscriber,195,Tablet,Rater
SF_4988,61,M,India,Subscriber,348,Tablet,Rater
SF_4989,54,M,India,Subscriber,366,Desktop,Rater
SF_499,12,F,India,Free,376,Smart TV,Rater
SF_4990,44,F,France,Subscriber,275,Mobile,Rater
SF_4991,48,F,India,Free,379,Mobile,Rater
SF_4992,32,F,USA,Subscriber,107,Smart TV,Rater
SF_4993,17,M,Italy,Free,435,Smart TV,Rater
SF_4994,58,M,India,Free,492,Desktop,Rater
SF_4996,24,M,Canada,Free,33,Tablet,Rater
SF_4997,48,M,Canada,Free,102,Mobile,Rater
SF_4998,60,F,USA,Free,425,Tablet,Rater
SF_4999,27,F,Canada,Free,277,Mobile,Rater
SF_5,15,M,UK,Subscriber,292,Mobile,Rater
SF_50,32,F,Italy,Free,14,Mobile,Rater
SF_500,28,F,India,Subscriber,35,Tablet,Rater
SF_5001,11,F,Italy,Free,210,Tablet,Rater
SF_5002,52,M,Canada,Subscriber,389,Desktop,Rater
SF_5003,18,M,France,Free,271,Tablet,Rater
SF_5004,9,F,Canada,Subscriber,441,Smart TV,Rater
SF_5005,54,M,Canada,Free,281,Desktop,Rater
SF_5006,34,M,USA,Free,314,Tablet,Rater
SF_5007,40,F,France,Subscriber,256,Desktop,Rater
SF_5008,15,M,France,Free,458,Desktop,Rater
SF_501,23,M,France,Free,424,Tablet,Rater
SF_5010,62,M,Italy,Free,312,Smart TV,Rater
SF_5011,56,M,Italy,Subscriber,153,Desktop,Rater
SF_5012,65,M,USA,Subscriber,135,Smart TV,Rater
SF_5013,54,M,Italy,Free,112,Desktop,Rater
SF_5015,28,M,USA,Free,298,Desktop,Rater
SF_5016,43,F,UK,Subscriber,370,Mobile,Rater
SF_5018,16,F,India,Free,24,Smart TV,Rater
SF_5019,17,M,France,Free,86,Smart TV,Rater
SF_502,33,M,UK,Free,50,Desktop,Rater
SF_5020,33,F,France,Subscriber,84,Mobile,Rater
SF_5021,48,M,USA,Free,168,Tablet,Rater
SF_5022,9,M,UK,Subscriber,241,Desktop,Rater
SF_5023,42,M,France,Subscriber,71,Tablet,Rater
SF_5024,34,F,USA,Subscriber,247,Smart TV,Rater
SF_5025,15,M,Canada,Free,44,Tablet,Rater
SF_5026,12,M,Canada,Subscriber,224,Tablet,Rater
SF_5027,56,F,France,Subscriber,106,Smart TV,Rater
SF_5028,55,M,USA,Subscriber,153,Mobile,Rater
SF_5029,63,M,Canada,Free,469,Mobile,Rater
SF_503,46,M,UK,Subscriber,16,Tablet,Rater
SF_5030,15,M,India,Free,462,Mobile,Rater
SF_5032,53,M,UK,Subscriber,414,Mobile,Rater
SF_5033,64,F,France,Free,308,Tablet,Rater
SF_5036,56,M,USA,Free,186,Tablet,Rater
SF_5038,65,M,Italy,Subscriber,150,Desktop,Rater
SF_5039,27,F,USA,Free,330,Mobile,Rater
SF_504,9,M,Canada,Free,210,Tablet,Rater
SF_5041,39,F,India,Free,56,Smart TV,Rater
SF_5042,21,F,Italy,Subscriber,322,Smart TV,Rater
SF_5043,17,F,Italy,Subscriber,153,Mobile,Rater
SF_5044,46,F,Canada,Subscriber,125,Smart TV,Rater
SF_5045,32,M,Canada,Free,459,Tablet,Rater
SF_5046,52,M,UK,Subscriber,490,Desktop,Rater
SF_5050,61,F,USA,Subscriber,274,Smart TV,Rater
SF_5051,50,F,USA,Subscriber,109,Desktop,Rater
SF_5052,40,M,UK,Free,347,Desktop,Rater
SF_5054,20,M,Canada,Free,310,Tablet,Rater
SF_5055,16,F,Canada,Free,247,Desktop,Rater
SF_5056,44,M,France,Free,50,Smart TV,Rater
SF_5057,27,M,France,Free,493,Tablet,Rater
SF_5058,20,M,Canada,Free,388,Tablet,Rater
SF_5059,21,M,Italy,Subscriber,290,Smart TV,Rater
SF_506,29,M,UK,Free,442,Mobile,Rater
SF_5060,27,M,Italy,Free,313,Tablet,Rater
SF_5064,63,M,UK,Free,29,Tablet,Rater
